Date,Close,High,Low,Open,Volume
,CSPX.L,CSPX.L,CSPX.L,CSPX.L,CSPX.L
2010-09-15,95.54000091552734,95.81999969482422,95.81999969482422,95.81999969482422,1
2010-09-16,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-09-17,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-09-20,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-09-21,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-09-22,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-09-23,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-09-24,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-09-27,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-09-28,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-09-29,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-09-30,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-10-01,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-10-04,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,0
2010-10-05,98.55000305175781,98.8499984741211,98.8499984741211,98.8499984741211,1
2010-10-06,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-07,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-08,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-11,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-12,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-13,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-14,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-15,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-18,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-19,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-20,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-21,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-22,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-25,98.55000305175781,98.55000305175781,98.55000305175781,98.55000305175781,0
2010-10-26,101.20999908447266,101.37000274658203,101.37000274658203,101.37000274658203,258
2010-10-27,101.20999908447266,101.20999908447266,101.20999908447266,101.20999908447266,0
2010-10-28,101.20999908447266,101.20999908447266,101.20999908447266,101.20999908447266,0
2010-10-29,101.20999908447266,101.20999908447266,101.20999908447266,101.20999908447266,0
2010-11-01,101.4800033569336,101.54000091552734,101.5199966430664,101.54000091552734,50000
2010-11-02,101.7300033569336,101.91999816894531,101.48999786376953,101.48999786376953,117500
2010-11-03,101.61000061035156,102.19999694824219,101.44999694824219,102.19999694824219,87500
2010-11-04,103.80999755859375,103.33999633789062,103.0199966430664,103.05000305175781,20009
2010-11-05,103.80999755859375,103.80999755859375,103.80999755859375,103.80999755859375,0
2010-11-08,104.19000244140625,104.44000244140625,104.19000244140625,104.44000244140625,57000
2010-11-09,104.37999725341797,104.55999755859375,104.54000091552734,104.54000091552734,75000
2010-11-10,104.37999725341797,104.37999725341797,104.37999725341797,104.37999725341797,0
2010-11-11,104.37999725341797,104.37999725341797,104.37999725341797,104.37999725341797,0
2010-11-12,104.37999725341797,104.37999725341797,104.37999725341797,104.37999725341797,0
2010-11-15,104.37999725341797,104.37999725341797,104.37999725341797,104.37999725341797,0
2010-11-16,104.37999725341797,104.37999725341797,104.37999725341797,104.37999725341797,0
2010-11-17,104.37999725341797,104.37999725341797,104.37999725341797,104.37999725341797,0
2010-11-18,104.37999725341797,104.37999725341797,104.37999725341797,104.37999725341797,0
2010-11-19,102.12999725341797,102.13999938964844,102.05000305175781,102.05000305175781,31110
2010-11-22,101.86000061035156,103.02999877929688,101.81999969482422,103.02999877929688,40000
2010-11-23,100.55000305175781,101.95999908447266,100.77999877929688,101.73999786376953,75802
2010-11-24,100.55000305175781,100.55000305175781,100.55000305175781,100.55000305175781,0
2010-11-25,102.69999694824219,102.70999908447266,102.70999908447266,102.70999908447266,10009
2010-11-26,102.69999694824219,102.69999694824219,102.69999694824219,102.69999694824219,0
2010-11-29,100.69999694824219,101.12000274658203,101.12000274658203,101.12000274658203,10000
2010-11-30,100.69999694824219,100.69999694824219,100.69999694824219,100.69999694824219,0
2010-12-01,100.69999694824219,100.69999694824219,100.69999694824219,100.69999694824219,0
2010-12-02,100.69999694824219,100.69999694824219,100.69999694824219,100.69999694824219,0
2010-12-03,100.69999694824219,100.69999694824219,100.69999694824219,100.69999694824219,0
2010-12-06,100.69999694824219,100.69999694824219,100.69999694824219,100.69999694824219,0
2010-12-07,100.69999694824219,100.69999694824219,100.69999694824219,100.69999694824219,0
2010-12-08,100.69999694824219,100.69999694824219,100.69999694824219,100.69999694824219,0
2010-12-09,100.69999694824219,100.69999694824219,100.69999694824219,100.69999694824219,0
2010-12-10,100.69999694824219,100.69999694824219,100.69999694824219,100.69999694824219,0
2010-12-13,100.69999694824219,100.69999694824219,100.69999694824219,100.69999694824219,0
2010-12-14,106.51000213623047,106.58000183105469,106.58000183105469,106.58000183105469,894
2010-12-15,106.51000213623047,106.51000213623047,106.51000213623047,106.51000213623047,0
2010-12-16,106.51000213623047,106.51000213623047,106.51000213623047,106.51000213623047,0
2010-12-17,106.51000213623047,106.51000213623047,106.51000213623047,106.51000213623047,0
